"","X","X.1","Film","Rating","Actor.Group1","Actor.Group2","Actor.Group3","Actor.Group4","Director","Producer","Writer"
"1587",1587,1587,2154460,6.1,0,0,1,0,6.09999990463257,6.40347211890751,6.09999990463257
"1588",1588,1588,2154510,6.2,0,0,1,0,6.19999980926514,6.11470723027984,6.19999980926514
"1589",1589,1589,2154877,5.9,0,0.0232558139534884,0.976744186046512,0,6.82500004768372,6.27250007561275,6.42722231017219
"1590",1590,1590,2154995,8.7,0,0,0.166666666666667,0.833333333333333,7.59999990463257,7.09999997275216,7.59999990463257
"1591",1591,1591,2155002,7.2,0,0,1,0,6.58571420397077,6.90333320299784,6.67777763472663
"1592",1592,1592,2155040,5.6,0,0.0185185185185185,0.981481481481482,0,5.59999990463257,6.15277776585685,6.36874998278088
"1593",1593,1593,2155408,3.2,0,0.453125,0.546875,0,3.20000004768372,5.2484979924008,4.81818182661076
"1594",1594,1594,2155506,6,0,0,1,0,6,6.19687503576279,6
"1595",1595,1595,2155535,6.8,0,0,1,0,6.36666663487752,6.73000016212463,6.58333341280619
"1596",1596,1596,2155544,5.8,0,0.0217391304347826,0.978260869565217,0,5.80000019073486,6.18703715889542,5.91666682561239
"1597",1597,1597,2155719,6.7,0,0,1,0,6.69999980926514,6.55416649580002,6.69999980926514
"1598",1598,1598,2155791,7.5,0,0,1,0,6.5,7.5,6.5
"1599",1599,1599,2155985,6.9,0,0,0.972222222222222,0.0277777777777778,6,6.68861239041216,6.68750005960464
"1600",1600,1600,2156015,5.5,0,0.0208333333333333,0.979166666666667,0,5.5,5.78785714649019,7.21111106872559
"1601",1601,1601,2156046,6,0,0,1,0,6.80909087441184,6.15638375516699,6.66666666666667
"1602",1602,1602,2156054,3.6,0,0.416666666666667,0.583333333333333,0,3.59999990463257,3.59999990463257,3.59999990463257
"1603",1603,1603,2156175,6.8,0,0,1,0,6.56470587674309,6.44120538305669,6.29166678587596
"1604",1604,1604,2156216,7.2,0,0,1,0,7.34999990463257,6.93999987443288,7.22499990463257
"1605",1605,1605,2156453,5.9,0,0,1,0,5.82500004768372,6.26642163127076,5.95000004768372
"1606",1606,1606,2156568,6.7,0,0,1,0,6.69999980926514,6.69999980926514,6.69999980926514
"1607",1607,1607,2156818,5.8,0,0.0144927536231884,0.985507246376812,0,6.22499998410543,5.78256780293184,6.03333346048991
"1608",1608,1608,2156834,5.8,0,0.0294117647058824,0.970588235294118,0,5.91999998092651,5.97569480352296,5.91428584144229
"1609",1609,1609,2156839,5.4,0,0.0208333333333333,0.979166666666667,0,5.40000009536743,5.96475674498141,6.41999988555908
"1610",1610,1610,2156844,6.2,0,0,1,0,6.19999980926514,6.21666653951009,6.19999980926514
"1611",1611,1611,2156874,7.5,0,0,0.957446808510638,0.0425531914893617,7.15263159651505,7.07543177463753,6.86875002980232
"1612",1612,1612,2156947,6,0,0,1,0,6,6,6
"1613",1613,1613,2156963,7.4,0,0,1,0,7.40000009536743,7.40000009536743,7.40000009536743
"1614",1614,1614,2157029,6.8,0,0,1,0,6.80000019073486,6.81111123826769,6.80000019073486
"1615",1615,1615,2157033,6.8,0,0,1,0,6.80000003178914,6.49749151755602,6.3900000890096
"1616",1616,1616,2157097,7.2,0,0,1,0,7.19999980926514,7.1166664759318,7.19999980926514
"1617",1617,1617,2157098,7.4,0,0.0144927536231884,0.956521739130435,0.0289855072463768,7.04999995231628,7.20000004768372,6.3300000667572
"1618",1618,1618,2157244,7.3,0,0,0.928571428571429,0.0714285714285714,7.05000019073486,6.28370757308406,7.30000019073486
"1619",1619,1619,2157386,7.2,0,0,1,0,7.19999980926514,7.19999980926514,7.19999980926514
"1620",1620,1620,2157490,7.6,0,0,0.666666666666667,0.333333333333333,7.39999985694885,7.54999989271164,7.33333317438761
"1621",1621,1621,2157494,3.8,0,0.645161290322581,0.354838709677419,0,3.79999995231628,3.93333329094781,3.79999995231628
"1622",1622,1622,2157519,5.7,0,0,1,0,5.69999980926514,5.49166651566823,5.69999980926514
"1623",1623,1623,2157535,6,0,0,1,0,6,6.5,6
"1624",1624,1624,2157545,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"1625",1625,1625,2157560,6.2,0,0.0212765957446809,0.978723404255319,0,6.19999980926514,6.39529908263785,6.46666652626461
"1626",1626,1626,2157563,5.7,0,0,1,0,5.69999980926514,5.69999980926514,5.69999980926514
"1627",1627,1627,2157683,3.8,0,0.636363636363636,0.363636363636364,0,3.79999995231628,4.26666661103566,3.79999995231628
"1628",1628,1628,2157836,7,0,0,1,0,6.59999990463257,6.65370368929925,5.79999995231628
"1629",1629,1629,2157922,6.2,0,0,1,0,6.33750003576279,6.0940476100461,5.625
"1630",1630,1630,2158052,7,0,0.0178571428571429,0.964285714285714,0.0178571428571429,7.4764705545762,7.15405779099584,7.38333331214057
"1631",1631,1631,2158168,5.5,0,0.0625,0.9375,0,5.5,5.5,5.66666666666667
"1632",1632,1632,2158238,8.9,0,0,0.3,0.7,7.56666644414266,7.56666644414266,6.89999985694885
"1633",1633,1633,2159329,6.5,0,0.0144927536231884,0.985507246376812,0,6.5,6.05975805757235,6.5
"1634",1634,1634,2159420,3.5,0,0.730769230769231,0.269230769230769,0,4.04999995231628,4.09285716073854,4.50625002384186
"1635",1635,1635,2159752,6.7,0,0.0333333333333333,0.966666666666667,0,6.44999980926514,6.43170124615855,6.44999980926514
"1636",1636,1636,2160212,5.5,0,0.2,0.8,0,5.5,5.5,5.5
"1637",1637,1637,2160559,4.4,0,0.166666666666667,0.833333333333333,0,5.33333333333333,5.34098382768808,5.25
"1638",1638,1638,2160647,7.8,0,0,0.666666666666667,0.333333333333333,7.80000019073486,6.87916678190231,7.80000019073486
"1639",1639,1639,2160781,6.5,0,0,1,0,6.7363636710427,6.45361109858468,6.5
"1640",1640,1640,2160786,7.9,0,0,0.214285714285714,0.785714285714286,7.90000009536743,7.77142865317208,7.90000009536743
"1641",1641,1641,2160972,5.5,0,0,1,0,5.5,5.5,5.5
"1642",1642,1642,2161038,6.5,0,0,1,0,6.81999998092651,6.45784051386621,6.61666663487752
"1643",1643,1643,2161075,5.9,0,0,1,0,5.90000009536743,6.36944451597002,5.87777784135607
"1644",1644,1644,2161114,7.1,0,0,1,0,7.09999990463257,7.09999990463257,5.76666663090388
"1645",1645,1645,2161254,5.5,0,0,1,0,5.80000003178914,5.59999998410543,5.64999997615814
"1646",1646,1646,2161315,7.6,0,0,0.0754716981132075,0.924528301886792,7.59999990463257,7.59999990463257,7.27999992370605
"1647",1647,1647,2161355,7.1,0,0,1,0,7.09999990463257,7.04999995231628,7.09999990463257
"1648",1648,1648,2161380,6.9,0,0,1,0,6.90000009536743,6.68571424484253,6.88333344459534
"1649",1649,1649,2161478,6,0,0,1,0,6,6.13191919115027,6.48571427663167
"1650",1650,1650,2161632,5.5,0,0.0263157894736842,0.973684210526316,0,5.5,5.5,5.5
"1651",1651,1651,2161641,8,0,0,0.361111111111111,0.638888888888889,7.67500007152557,7.16383335908254,7.85000002384186
"1652",1652,1652,2161685,6.1,0,0,1,0,6.39999985694885,6.37499988930566,6.39999985694885
"1653",1653,1653,2161752,8.1,0,0,0.181818181818182,0.818181818181818,8.10000038146973,7.25000023841858,8.10000038146973
"1654",1654,1654,2161840,6.2,0,0.333333333333333,0.666666666666667,0,6.19999980926514,6.19999980926514,6.19999980926514
"1655",1655,1655,2161871,5.6,0,0.037037037037037,0.962962962962963,0,6.48333334922791,5.34513889418708,5.56666668256124
"1656",1656,1656,2161874,4.3,0,0.75,0.25,0,4.83333333333333,4.84650971663743,4.6944445239173
"1657",1657,1657,2162050,7.3,0,0,0.956521739130435,0.0434782608695652,7.34000015258789,7.04777081402123,7.41666682561239
"1658",1658,1658,2162374,5.7,0,0.230769230769231,0.769230769230769,0,5.69999980926514,5.86499987602234,6.125
"1659",1659,1659,2162419,7.7,0,0,0,1,7.29999995231628,7.69999980926514,7.49999988079071
"1660",1660,1660,2162432,7.4,0,0,0.92156862745098,0.0784313725490196,7.67500007152557,7.05090776213578,7.70000004768372
"1661",1661,1661,2162457,7.4,0,0,1,0,7.40000009536743,7.40000009536743,7.40000009536743
"1662",1662,1662,2162505,7.6,0,0.0740740740740741,0.407407407407407,0.518518518518518,7.59999990463257,6.42499997615814,7.59999990463257
"1663",1663,1663,2162737,6.9,0,0,1,0,6.90000009536743,6.59000000953674,6.90000009536743
"1664",1664,1664,2162941,8.1,0,0,0,1,7.73333342870076,7.71111130714417,7.73333342870076
"1665",1665,1665,2162971,4.9,0,0.388888888888889,0.611111111111111,0,4.82000007629395,5.5840000295639,4.90000009536743
"1666",1666,1666,2162973,5.3,0,0.274509803921569,0.725490196078431,0,5.30000019073486,5.06428582327707,5.30000019073486
"1667",1667,1667,2162977,6.9,0,0,1,0,6.89999993642171,6.76666673024495,6.90000009536743
"1668",1668,1668,2163138,8,0,0,0.461538461538462,0.538461538461538,7.75,6.89848488605384,7.45000001589457
"1669",1669,1669,2163552,8,0,0,0.181818181818182,0.818181818181818,8,8,8
"1670",1670,1670,2163689,5.8,0,0.1,0.9,0,5.80000019073486,5.85000014305115,5.80000019073486
"1671",1671,1671,2163753,6.1,0,0,1,0,6.09999990463257,6.09999990463257,6.09999990463257
"1672",1672,1672,2163934,7.6,0,0,0,1,7.59999990463257,7.59999990463257,7.59999990463257
"1673",1673,1673,2164021,7.2,0,0,0.928571428571429,0.0714285714285714,7.19999980926514,6.9866665204366,7.19999980926514
"1674",1674,1674,2164024,5.3,0,0,1,0,5.30000019073486,5.30000019073486,5.30000019073486
"1675",1675,1675,2164053,6,0,0,1,0,6.59999990463257,5.91666666666667,6.01666673024496
"1676",1676,1676,2164159,2.4,0.424242424242424,0.424242424242424,0.151515151515152,0,3.83749997615814,3.29783954517341,3.15454546971755
"1677",1677,1677,2164271,7.4,0,0,1,0,7.40000009536743,7.17333342234294,7.40000009536743
"1678",1678,1678,2164379,6.5,0,0,1,0,6.5,6.82063153768841,6.5
"1679",1679,1679,2164521,5.1,0,0,1,0,5.09999990463257,5.09999990463257,5.09999990463257
"1680",1680,1680,2164616,3.5,0,0.6,0.4,0,3.5,4.05238094973186,3.5
"1681",1681,1681,2164683,5.8,0,0.454545454545455,0.545454545454545,0,4.55000007152557,4.93583340446154,4.30000007152557
"1682",1682,1682,2164846,5.9,0,0,1,0,5.90000009536743,6.05555560853746,5.90000009536743
"1683",1683,1683,2165195,6,0,0.025974025974026,0.974025974025974,0,4.61666663487752,5.81666667461395,6
"1684",1684,1684,2165227,6.5,0,0.0285714285714286,0.971428571428571,0,5.90000009536743,6.13173080407656,5.50000006811959
"1685",1685,1685,2165508,5.9,0,0,1,0,7.0666667620341,6.27879801244943,7.0666667620341
"1686",1686,1686,2166068,6.5,0,0.0333333333333333,0.966666666666667,0,5.40000001589457,6.34501164654196,6.3821428673608
"1687",1687,1687,2166101,3.4,0,0.578947368421053,0.421052631578947,0,4.1000000834465,4.32941726628706,3.40000009536743
"1688",1688,1688,2166116,7.2,0,0,1,0,7.19999980926514,7.19999980926514,7.19999980926514
"1689",1689,1689,2166186,7.8,0,0,0,1,7.80000019073486,7.80000019073486,7.80000019073486
"1690",1690,1690,2166430,6.1,0,0,1,0,6.09999990463257,6.06111105283101,5.88749992847443
"1691",1691,1691,2166576,6.8,0,0,1,0,6.80000019073486,6.6318183595484,6.80000019073486
"1692",1692,1692,2166750,7.3,0,0,0.935483870967742,0.0645161290322581,7.53750002384186,6.90149372914233,6.69305560323927
"1693",1693,1693,2166835,7.8,0,0,0.222222222222222,0.777777777777778,7.80000019073486,7.80000019073486,7.80000019073486
"1694",1694,1694,2166929,6.2,0,0,1,0,6.19999980926514,6.12916652361552,5.96666653951009
"1695",1695,1695,2166930,7.2,0,0,1,0,7.19999980926514,6.95999986330668,7.19999980926514
"1696",1696,1696,2166965,7.4,0,0,1,0,7.5,6.64546706715783,7.40000009536743
"1697",1697,1697,2167125,6.8,0,0,0.991379310344828,0.00862068965517241,6.21428578240531,7.05292358004858,6.8825757704772
"1698",1698,1698,2167126,7.9,0,0,0.502762430939227,0.497237569060773,6.63333336512248,7.0902398926703,7.08606063545524
"1699",1699,1699,2167193,5.9,0,0,1,0,6.82000007629395,6.46350633461855,6.52500009536743
"1700",1700,1700,2167249,6,0,0,1,0,5.33333333333333,6.31781817176125,6.125
"1701",1701,1701,2167335,5.4,0,0,1,0,7.0666667620341,6.29987238594475,7.0666667620341
"1702",1702,1702,2167356,7.9,0,0,0.564516129032258,0.435483870967742,7.68333339691162,7.10771144703725,7.30666675567627
"1703",1703,1703,2167522,4.6,0,0.272727272727273,0.727272727272727,0,5.83749997615814,5.086255752585,5.20476181166513
"1704",1704,1704,2167683,2.4,0.352941176470588,0.308823529411765,0.338235294117647,0,2.40000009536743,5.59000000953674,3.72222227520413
"1705",1705,1705,2167779,6.8,0,0,1,0,5.5,6.67500019073486,6.80000019073486
"1706",1706,1706,2167862,7.6,0,0,0.177570093457944,0.822429906542056,7.03333330154419,6.89124890297975,7.18749988079071
"1707",1707,1707,2168198,4.9,0,0.166666666666667,0.833333333333333,0,4.90000009536743,5.61111116409302,4.90000009536743
"1708",1708,1708,2168270,6.2,0,0.0666666666666667,0.933333333333333,0,6.19999980926514,6.27499981721242,6.19523793175107
"1709",1709,1709,2168290,7.5,0,0,1,0,7.5,7.25476188886733,7.5
"1710",1710,1710,2168486,6.3,0,0.05,0.95,0,6.30000019073486,6.11666683355967,6.30000019073486
"1711",1711,1711,2168515,7.9,0,0,0.652173913043478,0.347826086956522,6.53750004371007,6.84263891875744,7.26590915159746
"1712",1712,1712,2168536,7.3,0,0,1,0,7.30000019073486,7.30000019073486,7.30000019073486
"1713",1713,1713,2168566,6.4,0,0.05,0.95,0,6.40000009536743,6.32500010728836,6.40000009536743
"1714",1714,1714,2168627,7,0,0,0.980769230769231,0.0192307692307692,7,7,7
"1715",1715,1715,2168673,6.2,0,0,1,0,6.19999980926514,6.19999980926514,6.24999984105428
"1716",1716,1716,2168816,4.9,0,0.727272727272727,0.272727272727273,0,4.90000009536743,5.3664285910981,4.90000009536743
"1717",1717,1717,2168869,6.3,0,0,1,0,6.30000019073486,6.27500015497208,6.30000019073486
"1718",1718,1718,2168891,7.2,0,0,1,0,7.33571434020996,6.53805008954536,6.58484847979112
"1719",1719,1719,2169088,6.5,0,0,1,0,5.75,5.93333333730698,5.40000009536743
"1720",1720,1720,2169220,3.2,0,0.352941176470588,0.647058823529412,0,3.20000004768372,4.06080194172277,4.19999998807907
"1721",1721,1721,2169261,2.6,0,0.75,0.25,0,2.59999990463257,3.24062491953373,2.59999990463257
"1722",1722,1722,2169264,3.4,0,0.6,0.4,0,4.05000007152557,5.25185187216158,3.75555562973022
"1723",1723,1723,2169349,6.2,0,0.0425531914893617,0.957446808510638,0,6.19999980926514,6.12584854413447,5.85000002384186
"1724",1724,1724,2169528,4.8,0,0.380952380952381,0.619047619047619,0,5.58571434020996,5.88236928266637,5.31000008583069
"1725",1725,1725,2169598,6,0,0,1,0,6.69999996821086,6.33686866182269,6.32553194093366
"1726",1726,1726,2169730,2.8,0,0.368421052631579,0.631578947368421,0,4.50000003973643,5.56428568987619,3.67500001192093
"1727",1727,1727,2169792,7.2,0,0.0136986301369863,0.835616438356164,0.150684931506849,7.42499989271164,7.78749990463257,7.1816824938759
"1728",1728,1728,2169874,6.7,0,0.0555555555555556,0.944444444444444,0,6.69999980926514,6.69999980926514,6.69999980926514
"1729",1729,1729,2170144,7.5,0,0,0.875,0.125,6.76666657129924,7.11387424162257,6.94166660308838
"1730",1730,1730,2170156,5.5,0,0.0689655172413793,0.931034482758621,0,5.5,5.87812829046022,5.41249996423721
"1731",1731,1731,2170343,3.8,0,0.740740740740741,0.259259259259259,0,5.60000002384186,5.05595239287331,4.44999998807907
"1732",1732,1732,2170377,6.2,0,0.0454545454545455,0.954545454545455,0,6.69999996821086,6.40526489526798,5.83333317438761
"1733",1733,1733,2170418,5.5,0,0,1,0,5.5,4.5,5.5
"1734",1734,1734,2170513,4.8,0,0.904761904761905,0.0952380952380952,0,4.05000007152557,4.66000016530355,4.55000013113022
"1735",1735,1735,2170638,8.2,0,0,0.446280991735537,0.553719008264463,7.53750002384186,7.32724359249457,7.79523795899891
"1736",1736,1736,2170653,6.2,0,0.03125,0.96875,0,5.72499990463257,5.79352599408081,5.79999995231628
"1737",1737,1737,2170662,8,0,0.0169491525423729,0.593220338983051,0.389830508474576,6.47777774598863,6.86393836293465,6.89722225401137
"1738",1738,1738,2170707,6,0,0.0357142857142857,0.964285714285714,0,6.3,6.12278912262041,5.53333338101705
"1739",1739,1739,2170739,6.5,0,0,1,0,6.79999995231628,6.51047616913205,6.59999998410543
"1740",1740,1740,2170759,6.8,0,0,1,0,7.15263159651505,6.81395351385501,7.03750001192093
"1741",1741,1741,2170790,6.2,0,0,1,0,6.5,6.34999980926514,6.28749988476435
"1742",1742,1742,2170825,6.1,0,0,1,0,6.09999990463257,6.09999990463257,6.09999990463257
"1743",1743,1743,2170852,7.7,0,0,0.64,0.36,7.24000005722046,6.64454191888312,6.83749985694885
"1744",1744,1744,2171083,5.1,0,0.0784313725490196,0.92156862745098,0,5.09999990463257,4.97499990463257,5.09999990463257
"1745",1745,1745,2171151,6.2,0,0,1,0,6.19999980926514,6.19999980926514,6.19999980926514
"1746",1746,1746,2171704,4.7,0,0.235294117647059,0.764705882352941,0,3.69999992847443,5.53733307469934,4.69999980926514
"1747",1747,1747,2171716,6.8,0,0,1,0,6.63636363636364,6.7188595753656,6.35000014305115
"1748",1748,1748,2171732,5,0,0.6,0.4,0,5,5.73278485394659,5
"1749",1749,1749,2171748,8,0,0.00666666666666667,0.633333333333333,0.36,7.41428576196943,7.18451289548316,7.44166667262713
"1750",1750,1750,2171769,5.2,0,0.032258064516129,0.967741935483871,0,5.62499988079071,5.79517001829991,6.07904751187279
"1751",1751,1751,2171918,6.9,0,0.0555555555555556,0.944444444444444,0,6.90000009536743,6.49583339691162,6.90000009536743
"1752",1752,1752,2172088,5.2,0,0.0256410256410256,0.974358974358974,0,3.64999985694885,5.85366377425459,5.79999990463257
"1753",1753,1753,2172089,4.2,0,0.2,0.8,0,5,5.84266719225034,5.59999992052714
"1754",1754,1754,2172104,6.8,0,0,1,0,6.25,6.533928666796,6.80000019073486
"1755",1755,1755,2172106,6.9,0,0,1,0,6.66666682561239,6.50257089693822,6.85151524736424
"1756",1756,1756,2172143,3.9,0,0.666666666666667,0.333333333333333,0,4.63333336512248,3.95724646250407,4.75
"1757",1757,1757,2172186,3.3,0,0.477272727272727,0.522727272727273,0,4.89999997615814,5.50890140720683,5.70802811075625
"1758",1758,1758,2172355,4.6,0,0.5,0.5,0,4.5,4.9403029850035,4.83333333333333
"1759",1759,1759,2172403,5.5,0,0,1,0,5.5,5.5,5.5
"1760",1760,1760,2172880,6,0,0,1,0,6,6.12333335346646,6
"1761",1761,1761,2172887,6.4,0,0,1,0,6.20000004768372,6.46666674613953,6.20000004768372
"1762",1762,1762,2173015,7.4,0,0,1,0,7.40000009536743,7.12500007947286,7.23333342870076
"1763",1763,1763,2173017,7.6,0,0,0,1,7.59999990463257,7.59999990463257,7.59999990463257
"1764",1764,1764,2173037,6.4,0,0,1,0,6.40000009536743,6.58333340088526,6.40000009536743
"1765",1765,1765,2173084,6.9,0,0,0.888888888888889,0.111111111111111,7.15000009536743,6.90833340088526,7.02500009536743
"1767",1767,1767,2173127,7.7,0,0,0,1,7.69999980926514,7.69999980926514,7.69999980926514
"1768",1768,1768,2173134,6.2,0,0.0099009900990099,0.99009900990099,0,6.61111111111111,6.17865490117501,6.63000001907349
"1769",1769,1769,2173280,6.6,0,0,1,0,4.84999990463257,6.59999990463257,4.84999990463257
"1770",1770,1770,2173286,7.7,0,0,0.333333333333333,0.666666666666667,7.69999980926514,6.36097490020048,7.4111109662939
"1771",1771,1771,2173387,6.3,0,0.00574712643678161,0.994252873563218,0,7.15263159651505,7.05965219836335,7.03750001192093
"1772",1772,1772,2173616,5.5,0,0.153846153846154,0.846153846153846,0,5,5.27621527926789,5.25
"1773",1773,1773,2173642,6.5,0,0.0235294117647059,0.976470588235294,0,5.47999992370606,6.10848764368256,6.10357135534286
"1774",1774,1774,2173754,8,0,0,0.933333333333333,0.0666666666666667,8,7.27878788023284,6.59999990463257
"1775",1775,1775,2173776,3.6,0,0.933333333333333,0.0666666666666667,0,3.59999990463257,4.65399993658066,3.95833327372869
"1776",1776,1776,2173832,6,0,0.0434782608695652,0.956521739130435,0,6,6.3733695667723,6.32500004768372
"1777",1777,1777,2173977,6.6,0,0.00819672131147541,0.991803278688525,0,6.55000007152557,6.25336539516082,6.5
"1778",1778,1778,2174017,3.2,0,0.714285714285714,0.285714285714286,0,3.20000004768372,4.0250000026491,4.14999997615814
"1779",1779,1779,2174032,6.3,0,0,1,0,7.20000028610229,6.69000000158946,7.20000028610229
"1780",1780,1780,2174046,8,0,0,0.212765957446809,0.787234042553192,6.58000001907349,7.24027775161796,7.56666668256124
"1781",1781,1781,2174130,7.5,0,0,1,0,7.5,7.5,7.5
"1782",1782,1782,2174250,8.1,0,0.25,0,0.75,7.65000009536743,7.0450001001358,7.65000009536743
"1783",1783,1783,2174251,7.2,0,0.333333333333333,0.333333333333333,0.333333333333333,7.65000009536743,7.24666676521301,7.65000009536743
"1784",1784,1784,2174381,6.3,0,0,1,0,5.65000009536743,5.93055556880103,5.65000009536743
"1785",1785,1785,2174399,6.4,0,0,1,0,7.30000001192093,6.38666671117147,6.03750006357829
"1786",1786,1786,2174416,7.3,0,0,1,0,7.30000019073486,7.30000019073486,7.30000019073486
"1787",1787,1787,2174462,5.1,0,0,1,0,5.09999990463257,4.97999992370606,5.09999990463257
"1788",1788,1788,2174700,7.8,0,0,0.25,0.75,7.36666679382324,7.52222230699327,7.58333349227905
"1789",1789,1789,2174702,7.3,0,0,0.96,0.04,7,6.51400003910065,7.15000009536743
"1790",1790,1790,2174728,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"1791",1791,1791,2174893,6.9,0,0,1,0,6.75000007947286,6.15111123720805,6.75000007947286
"1792",1792,1792,2174901,6.1,0,0,1,0,5.81666672229767,6.1175324848462,6.08571434020996
"1793",1793,1793,2175041,6.2,0,0.0666666666666667,0.933333333333333,0,6.19999980926514,6.23641145764565,6.19999980926514
"1794",1794,1794,2175051,5.5,0,0.0149253731343284,0.985074626865672,0,6.21250009536743,5.95735100227169,5.77333337465922
"1795",1795,1795,2175159,2.3,0.263157894736842,0.315789473684211,0.421052631578947,0,2.29999995231628,3.82699346125515,2.83333334922791
"1796",1796,1796,2175281,6.2,0,0,1,0,6.19999980926514,6.19999980926514,6.19999980926514
"1797",1797,1797,2175421,6.7,0,0.0357142857142857,0.892857142857143,0.0714285714285714,6.69999980926514,6.32233330408732,6.05142844063895
"1798",1798,1798,2175442,6,0,0,1,0,6,5.91410256654788,5.94999996821086
"1799",1799,1799,2175835,6.7,0,0,1,0,6.54999995231628,6.75555543104808,6.62499988079071
"1800",1800,1800,2175969,7,0,0,1,0,7,7,7
"1801",1801,1801,2176178,5.5,0,0.024390243902439,0.975609756097561,0,5.5,6.68571424484253,5.46000001998175
"1802",1802,1802,2176252,7.8,0,0,0.712765957446808,0.287234042553192,7.10800003051758,6.75005085481439,7.0666667620341
"1803",1803,1803,2176279,7.5,0,0,1,0,7.5,7.5,7.5
"1804",1804,1804,2176298,5.7,0,0,1,0,5.69999980926514,6.09386332316018,5.69999980926514
"1805",1805,1805,2176333,5.8,0,0.0625,0.9375,0,6.45000004768372,5.92884205817144,5.80000019073486
"1806",1806,1806,2176346,6.5,0,0,0.987012987012987,0.012987012987013,6.72500002384186,6.46313446659143,6.59333330790202
"1807",1807,1807,2176549,6.4,0,0,1,0,6.40000009536743,7.25000023841858,6.40000009536743
"1808",1808,1808,2176629,4.9,0,0.75,0.25,0,4.90000009536743,4.90000009536743,4.90000009536743
"1809",1809,1809,2176636,3.8,0,0.636363636363636,0.363636363636364,0,3.79999995231628,5.53333338101705,3.79999995231628
"1810",1810,1810,2176639,3.1,0,0.666666666666667,0.333333333333333,0,3.09999990463257,3.49166659514109,2.84999990463257
"1811",1811,1811,2176640,6.5,0,0,1,0,5.13333336512248,6.07391467563296,6.25
"1812",1812,1812,2176681,5.6,0,0.166666666666667,0.833333333333333,0,5.59999990463257,5.96666653951009,5.59999990463257
"1813",1813,1813,2176738,7.6,0,0,0.612676056338028,0.387323943661972,7.07500004768372,6.98609202887331,7.25027774175008
"1814",1814,1814,2176793,5.7,0,0.03125,0.96875,0,5.69999980926514,5.76068620172485,5.69999980926514
"1815",1815,1815,2176814,5.3,0,0.0384615384615385,0.961538461538462,0,5.30000019073486,5.28214303936277,5.15000009536743
"1816",1816,1816,2176829,5.4,0,0,1,0,5.60000006357829,5.48333342870076,5.60000006357829
"1817",1817,1817,2177088,7.6,0,0,0.222222222222222,0.777777777777778,7.59999990463257,7.59999990463257,7.59999990463257
"1818",1818,1818,2177286,6.7,0,0,0.982456140350877,0.0175438596491228,7.11333335240682,6.53267969697759,6.71666672494676
"1819",1819,1819,2177306,8.1,0,0,0,1,7.85000014305115,8.01666696866353,7.9888891643948
"1820",1820,1820,2177401,5.9,0,0.0666666666666667,0.933333333333333,0,6.65000009536743,5.74285723481859,6.35000014305115
"1821",1821,1821,2177446,6.4,0,0.0434782608695652,0.956521739130435,0,6.60000006357829,6.3042411474756,6.55428577150617
"1822",1822,1822,2177460,5.5,0,0.121212121212121,0.878787878787879,0,5.17499995231628,5.24772726586371,5.17499995231628
"1823",1823,1823,2177467,7.1,0,0,1,0,6.80769230769231,6.73223074724927,7.25833328564962
"1824",1824,1824,2177475,5.5,0,0.0285714285714286,0.957142857142857,0.0142857142857143,6.11666663487752,5.92558766780501,5.55828287336561
"1825",1825,1825,2177476,4.8,0,0.149253731343284,0.850746268656716,0,6.11666663487752,5.95355625787206,5.71380477641969
"1826",1826,1826,2177589,6,0,0,1,0,6,6.01250002213887,6
"1827",1827,1827,2177618,7.1,0,0.0416666666666667,0.958333333333333,0,7.09999990463257,7.09999990463257,7.09999990463257
"1828",1828,1828,2177865,7.4,0,0,0.935483870967742,0.0645161290322581,6.90999994277954,6.85126264408381,7.02999997138977
"1829",1829,1829,2177928,7.1,0,0,1,0,7.09999990463257,7.09999990463257,7.09999990463257
"1830",1830,1830,2177939,5.5,0,0.188679245283019,0.811320754716981,0,5.5,5.01640264308157,5.11666665474574
"1831",1831,1831,2177950,6.9,0,0.0394736842105263,0.960526315789474,0,6.90000009536743,6.81904770079113,6.90000009536743
"1832",1832,1832,2177978,6.1,0,0,1,0,5.59999990463257,6.27496552401666,6.09999990463257
"1833",1833,1833,2177986,7.1,0,0,1,0,6.35555559727881,6.88459591191224,7.03333330154419
"1834",1834,1834,2178229,6.6,0,0.0625,0.9375,0,6.59999990463257,6.40499993993176,6.59999990463257
"1835",1835,1835,2178327,4.6,0,0.625,0.375,0,4.59999990463257,4.59999990463257,4.59999990463257
"1836",1836,1836,2178387,7.6,0,0,0.6,0.4,7.59999990463257,7.59999990463257,7.59999990463257
"1837",1837,1837,2178428,5.5,0,0,1,0,5.5,5.5,5.5
"1838",1838,1838,2178514,6.2,0,0,1,0,6.19999980926514,5.89999985694885,6.19999980926514
"1839",1839,1839,2178584,7.2,0,0,0.989583333333333,0.0104166666666667,6.74090907790444,6.63133830135944,6.66249996423721
"1840",1840,1840,2178585,6.9,0,0,0.984615384615385,0.0153846153846154,6.74090907790444,6.63119581099652,6.74166667461395
"1841",1841,1841,2178642,5.8,0,0.0227272727272727,0.977272727272727,0,6.0800000667572,5.57760881523845,5.64079373046835
